Sample ID,Matrix,Mineralization,Source,Analyte,Units,Certified Value,1SD,95% Confidence Low,95% Confidence High,Method
OREAS45E,lateritic (clay soils rich in iron and aluminium),magmatic Ni-Cu-PGE,https://www.oreas.com/crm/oreas-45e,"V, Vanadium (ppm)",(ppm),322,15,314,330,4-Acid Digestion
OREAS45E,lateritic (clay soils rich in iron and aluminium),magmatic Ni-Cu-PGE,https://www.oreas.com/crm/oreas-45e,"Y, Yttrium (ppm)",(ppm),8.28,0.558,7.96,8.6,4-Acid Digestion
OREAS45E,lateritic (clay soils rich in iron and aluminium),magmatic Ni-Cu-PGE,https://www.oreas.com/crm/oreas-45e,"Zn, Zinc (ppm)",(ppm),46.7,5.7,43.7,49.6,4-Acid Digestion
OREAS45E,lateritic (clay soils rich in iron and aluminium),magmatic Ni-Cu-PGE,https://www.oreas.com/crm/oreas-45e,"Zr, Zirconium (ppm)",(ppm),110,14,102,118,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Ag, Silver (ppm)",(ppm),0.778,0.128,0.725,0.832,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"As, Arsenic (ppm)",(ppm),17.9,2.9,17.1,18.7,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Ba, Barium (ppm)",(ppm),1009,58,983,1036,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Bi, Bismuth (ppm)",(ppm),1.54,0.125,1.48,1.61,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Ca, Calcium (wt.%)",(wt.%),2.71,0.1,2.67,2.75,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Co, Cobalt (ppm)",(ppm),15.8,1.39,15.3,16.4,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Cr, Chromium (ppm)",(ppm),86,8.2,82,89,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Cu, Copper (wt.%)",(wt.%),0.26,0.011,0.255,0.264,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Fe, Iron (wt.%)",(wt.%),4.54,0.192,4.46,4.63,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"K, Potassium (wt.%)",(wt.%),3.14,0.142,3.08,3.21,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"La, Lanthanum (ppm)",(ppm),33,3.4,31.6,34.3,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Mg, Magnesium (wt.%)",(wt.%),1.48,0.057,1.46,1.51,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Mn, Manganese (ppm)",(ppm),546,25,536,556,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Mo, Molybdenum (ppm)",(ppm),99,7.5,96,102,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Nb, Niobium (ppm)",(ppm),18,1.8,17.1,18.9,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Nd, Neodymium (ppm)",(ppm),30.6,1.3,29.3,31.8,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Ni, Nickel (ppm)",(ppm),41.5,3.54,40.1,42.9,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"P, Phosphorus (wt.%)",(wt.%),0.102,0.004,0.101,0.104,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Pb, Lead (ppm)",(ppm),23,2.04,22.3,23.8,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Pr, Praseodymium (ppm)",(ppm),7.9,0.567,7.22,8.59,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Rb, Rubidium (ppm)",(ppm),184,16,176,193,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"S, Sulphur (wt.%)",(wt.%),0.354,0.028,0.34,0.367,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Sb, Antimony (ppm)",(ppm),0.87,0.1,0.82,0.93,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Sm, Samarium (ppm)",(ppm),5.97,0.32,5.63,6.31,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Sn, Tin (ppm)",(ppm),5.58,0.445,5.36,5.8,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Sr, Strontium (ppm)",(ppm),338,16,331,345,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Ti, Titanium (wt.%)",(wt.%),0.466,0.017,0.46,0.473,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"U, Uranium (ppm)",(ppm),4.86,0.457,4.64,5.09,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"V, Vanadium (ppm)",(ppm),121,6,118,123,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Y, Yttrium (ppm)",(ppm),24.6,2.29,23.5,25.7,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Zn, Zinc (ppm)",(ppm),89,4.4,87,90,4-Acid Digestion
OREAS501b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-501b/,"Zr, Zirconium (ppm)",(ppm),77,9,73,82,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Ag, Silver (ppm)",(ppm),2.09,0.173,2.02,2.17,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"As, Arsenic (ppm)",(ppm),19.1,3.3,18.1,20.1,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Ba, Barium (ppm)",(ppm),928,47,906,949,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Bi, Bismuth (ppm)",(ppm),5.14,0.71,4.84,5.45,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Ca, Calcium (wt.%)",(wt.%),2.71,0.09,2.67,2.75,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Co, Cobalt (ppm)",(ppm),20.2,1.89,19.5,20.9,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Cr, Chromium (ppm)",(ppm),84,9,80,87,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Cu, Copper (wt.%)",(wt.%),0.773,0.02,0.765,0.782,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Fe, Iron (wt.%)",(wt.%),5.57,0.274,5.45,5.69,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"K, Potassium (wt.%)",(wt.%),3.06,0.165,2.99,3.13,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"La, Lanthanum (ppm)",(ppm),29.9,2.97,28.7,31.1,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Mg, Magnesium (wt.%)",(wt.%),1.54,0.076,1.5,1.57,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Mn, Manganese (ppm)",(ppm),550,25,540,561,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Mo, Molybdenum (ppm)",(ppm),238,11,232,243,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Nb, Niobium (ppm)",(ppm),16.2,1.23,15.6,16.9,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Nd, Neodymium (ppm)",(ppm),26.9,1.47,25.5,28.3,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Ni, Nickel (ppm)",(ppm),37.2,3.35,36,38.5,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"P, Phosphorus (wt.%)",(wt.%),0.1,0.004,0.099,0.102,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Pb, Lead (ppm)",(ppm),31.5,2.26,30.6,32.3,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Pr, Praseodymium (ppm)",(ppm),7.13,0.373,6.69,7.57,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Rb, Rubidium (ppm)",(ppm),167,12,161,173,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"S, Sulphur (wt.%)",(wt.%),0.95,0.025,0.941,0.96,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Sb, Antimony (ppm)",(ppm),1.66,0.18,1.57,1.75,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Sm, Samarium (ppm)",(ppm),5.33,0.325,5,5.66,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Sn, Tin (ppm)",(ppm),11.1,0.94,10.7,11.6,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Sr, Strontium (ppm)",(ppm),350,13,344,356,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Ti, Titanium (wt.%)",(wt.%),0.44,0.018,0.433,0.447,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"U, Uranium (ppm)",(ppm),4.28,0.416,4.09,4.47,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"V, Vanadium (ppm)",(ppm),126,6,124,128,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Y, Yttrium (ppm)",(ppm),23.3,2.09,22.3,24.2,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Zn, Zinc (ppm)",(ppm),134,4,132,135,4-Acid Digestion
OREAS502b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-502b/,"Zr, Zirconium (ppm)",(ppm),71,6.6,68,74,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Ag, Silver (ppm)",(ppm),1.54,0.19,1.47,1.61,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"As, Arsenic (ppm)",(ppm),18.9,2.6,18.2,19.6,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Ba, Barium (ppm)",(ppm),932,45,910,953,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Bi, Bismuth (ppm)",(ppm),2.61,0.251,2.48,2.75,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Ca, Calcium (wt.%)",(wt.%),2.73,0.079,2.7,2.76,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Co, Cobalt (ppm)",(ppm),17.1,1.43,16.5,17.6,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Cr, Chromium (ppm)",(ppm),84,9,80,88,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Cu, Copper (wt.%)",(wt.%),0.531,0.023,0.521,0.541,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Fe, Iron (wt.%)",(wt.%),5.43,0.248,5.32,5.54,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"K, Potassium (wt.%)",(wt.%),3.07,0.181,2.99,3.15,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"La, Lanthanum (ppm)",(ppm),30,2.35,29.1,31,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Mg, Magnesium (wt.%)",(wt.%),1.54,0.078,1.51,1.57,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Mn, Manganese (ppm)",(ppm),553,29,541,565,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Mo, Molybdenum (ppm)",(ppm),319,16,312,326,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Nb, Niobium (ppm)",(ppm),16,1.27,15.4,16.6,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Nd, Neodymium (ppm)",(ppm),26.9,1.6,25.3,28.5,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Ni, Nickel (ppm)",(ppm),38.7,3.23,37.5,39.9,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"P, Phosphorus (wt.%)",(wt.%),0.1,0.004,0.098,0.102,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Pb, Lead (ppm)",(ppm),24.3,2.29,23.5,25.1,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Pr, Praseodymium (ppm)",(ppm),7.16,0.462,6.62,7.71,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Rb, Rubidium (ppm)",(ppm),163,12,156,169,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"S, Sulphur (wt.%)",(wt.%),0.667,0.03,0.653,0.682,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Sb, Antimony (ppm)",(ppm),0.89,0.11,0.84,0.95,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Sm, Samarium (ppm)",(ppm),5.25,0.31,4.94,5.56,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Sn, Tin (ppm)",(ppm),7.52,0.551,7.23,7.82,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Sr, Strontium (ppm)",(ppm),369,13,363,375,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Ti, Titanium (wt.%)",(wt.%),0.44,0.017,0.434,0.447,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"U, Uranium (ppm)",(ppm),4.2,0.43,4,4.4,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"V, Vanadium (ppm)",(ppm),127,6,125,130,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Y, Yttrium (ppm)",(ppm),22.9,2.05,21.9,23.9,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Zn, Zinc (ppm)",(ppm),92,4.4,90,93,4-Acid Digestion
OREAS503b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-503b/,"Zr, Zirconium (ppm)",(ppm),71,6.2,68,74,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Ag, Silver (ppm)",(ppm),3.07,0.225,2.97,3.16,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"As, Arsenic (ppm)",(ppm),10.3,1.7,9.6,10.9,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Ba, Barium (ppm)",(ppm),711,49,692,731,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Bi, Bismuth (ppm)",(ppm),4.92,0.374,4.71,5.13,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Ca, Calcium (wt.%)",(wt.%),2.74,0.084,2.7,2.77,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Co, Cobalt (ppm)",(ppm),20.9,1.62,20.3,21.5,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Cr, Chromium (ppm)",(ppm),70,7,67,74,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Cu, Copper (wt.%)",(wt.%),1.11,0.042,1.09,1.12,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Fe, Iron (wt.%)",(wt.%),7.33,0.338,7.19,7.48,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"K, Potassium (wt.%)",(wt.%),2.93,0.166,2.86,3,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"La, Lanthanum (ppm)",(ppm),19.6,0.91,19.1,20,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Mg, Magnesium (wt.%)",(wt.%),1.66,0.067,1.63,1.69,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Mn, Manganese (ppm)",(ppm),540,27,530,551,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Mo, Molybdenum (ppm)",(ppm),499,23,488,509,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Nb, Niobium (ppm)",(ppm),10,1,9.6,10.5,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Nd, Neodymium (ppm)",(ppm),17.7,1.35,16.2,19.1,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Ni, Nickel (ppm)",(ppm),34.5,2.74,33.5,35.5,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"P, Phosphorus (wt.%)",(wt.%),0.096,0.004,0.095,0.098,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Pb, Lead (ppm)",(ppm),26.2,2.58,25.1,27.3,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Pr, Praseodymium (ppm)",(ppm),4.55,0.295,4.16,4.94,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Rb, Rubidium (ppm)",(ppm),106,6,103,109,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"S, Sulphur (wt.%)",(wt.%),1.31,0.061,1.28,1.34,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Sb, Antimony (ppm)",(ppm),1.19,0.118,1.13,1.26,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Sm, Samarium (ppm)",(ppm),3.61,0.258,3.34,3.87,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Sn, Tin (ppm)",(ppm),11.4,0.72,11,11.7,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Sr, Strontium (ppm)",(ppm),423,18,415,430,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Ti, Titanium (wt.%)",(wt.%),0.364,0.017,0.357,0.371,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"U, Uranium (ppm)",(ppm),2.33,0.141,2.26,2.39,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"V, Vanadium (ppm)",(ppm),149,9,145,153,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Y, Yttrium (ppm)",(ppm),17.7,1.19,17.2,18.3,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Zn, Zinc (ppm)",(ppm),108,6,105,111,4-Acid Digestion
OREAS504b,Quartz monzanite,porphyry Cu-Au,https://www.oreas.com/crm/oreas-504b/,"Zr, Zirconium (ppm)",(ppm),60,6,57,63,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Ag, Silver (ppm)",(ppm),0.439,0.059,0.406,0.472,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"As, Arsenic (ppm)",(ppm),71,3.6,69,72,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Ba, Barium (ppm)",(ppm),229,12,224,235,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Bi, Bismuth (ppm)",(ppm),4.75,0.185,4.66,4.85,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Ca, Calcium (wt.%)",(wt.%),0.092,0.006,0.089,0.094,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Co, Cobalt (ppm)",(ppm),73,4.2,71,75,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Cr, Chromium (ppm)",(ppm),57,3.7,55,59,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Cu, Copper (wt.%)",(wt.%),0.141,0.005,0.139,0.143,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Fe, Iron (wt.%)",(wt.%),4.03,0.145,3.96,4.1,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"K, Potassium (wt.%)",(wt.%),3.67,0.189,3.57,3.77,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"La, Lanthanum (ppm)",(ppm),47,3.24,45.2,48.7,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Mg, Magnesium (wt.%)",(wt.%),0.6,0.049,0.573,0.627,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Mn, Manganese (wt.%)",(wt.%),0.029,0.001,0.029,0.029,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Mo, Molybdenum (ppm)",(ppm),3.36,0.234,3.24,3.48,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Ni, Nickel (ppm)",(ppm),39.9,2.22,38.9,40.9,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"P, Phosphorus (wt.%)",(wt.%),0.062,0.006,0.059,0.065,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Pb, Lead (ppm)",(ppm),17.4,1.9,16.5,18.4,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"Rb, Rubidium (ppm)",(ppm),161,18,150,172,4-Acid Digestion
OREAS901,argillaceous sandstone,sediment hosted,https://www.oreas.com/crm/oreas-901/,"S, Sulphur (wt.%)",(wt.%),0.036,0.005,0.034,0.038,4-Acid Digestion
